TIMESTAMP,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,SW_IN_ERA,LW_IN_ERA,VPD_ERA,PA_ERA,P_ERA,WS_ERA
19890209,24.389,23.829,0.5,24.862,0.676,173.949,417.57,3.607,97.849,8.869,1.685
19890210,24.233,23.828,0.32,24.576,0.687,135.532,423.344,3.531,97.914,10.086,1.778
19890211,24.824,24.397,0.613,25.186,0.928,184.516,422.118,3.803,97.863,9.046,1.575
19890212,24.609,24.24,0.46,24.921,0.888,174.866,420.028,3.686,97.847,10.048,1.717
19890213,24.56,24.116,0.313,24.936,0.593,152.566,424.648,3.552,97.786,14.354,1.337
19890214,24.1,23.728,0.318,24.414,0.609,122.252,423.655,3.463,97.747,14.558,0.817
19890215,23.994,23.63,0.318,24.303,0.566,120.466,417.32,3.617,97.679,11.439,1.109
19890216,24.825,24.142,1.147,25.402,1.472,212.492,411.447,5.231,97.683,4.259,1.921
19890217,24.799,24.336,0.738,25.19,0.995,215.995,404.198,4.625,97.754,5.304,1.661
19890218,25.198,24.221,0.642,26.025,1.334,235.34,409.917,5.028,97.781,8.931,1.719
19890219,24.96,24.588,0.465,25.275,0.793,169.972,423.84,4.066,97.863,6.759,1.258
19890220,24.76,24.346,0.363,25.11,0.719,184.878,416.888,3.871,97.899,8.849,1.732
19890221,25.123,24.676,0.66,25.501,1.088,209.477,415.141,4.583,97.85,4.933,1.995
19890222,25.128,24.697,0.692,25.493,1.138,198.043,414.164,4.207,97.797,8.139,1.869
19890223,24.795,24.378,0.329,25.148,0.602,170.665,418.773,3.68,97.831,9.421,2.049
19890224,24.73,24.223,0.278,25.159,0.663,153.459,421.729,3.781,97.866,6.673,1.425
19890225,25.143,24.469,0.822,25.714,1.143,219.523,415.86,4.324,97.773,7.146,1.415
19890226,24.753,24.239,0.662,25.188,1.074,187.702,415.407,3.717,97.801,12.157,1.517
19890227,25.061,24.408,0.864,25.613,1.199,202.27,416.922,3.884,97.849,8.293,1.764
19890228,24.664,24.329,0.356,24.948,0.562,131.717,420.067,3.583,97.91,12.696,1.414
19890301,24.533,24.083,0.481,24.913,0.802,162.172,416.973,3.941,97.839,6.15,1.178
19890302,24.921,24.374,0.737,25.385,1.129,185.513,413.971,4.157,97.734,9.766,1.345
19890303,25.676,24.878,1.292,26.351,1.74,250.648,409.784,5.786,97.725,3.442,2.022
19890304,25.138,24.734,0.308,25.479,0.764,182.105,421.908,3.906,97.761,10.287,2.472
19890305,25.069,24.677,0.341,25.4,0.659,174.122,423.322,3.69,97.676,9.367,1.708
19890306,24.433,24.083,0.226,24.729,0.571,121.447,422.406,3.522,97.628,13.289,1.355
19890307,24.471,24.104,0.378,24.781,0.694,95.78,422.647,3.935,97.673,10.666,1.502
19890308,24.781,24.397,0.648,25.105,0.958,142.027,424.274,4.263,97.754,9.467,1.984
19890309,25.222,24.639,0.55,25.715,1.085,185.293,418.551,4.498,97.749,7.704,1.51
19890310,24.501,24.192,0.589,24.762,0.755,133.198,423.413,3.578,97.759,10.834,1.535
19890311,25.115,24.714,0.62,25.455,0.974,164.67,422.682,3.993,97.771,8.019,1.514
19890312,24.882,24.395,0.517,25.294,0.773,161.039,423.234,3.624,97.796,11.453,1.595
19890313,24.83,24.325,0.569,25.256,0.684,141.313,425.742,3.657,97.807,12.238,1.297
19890314,24.228,23.834,0.737,24.561,1.104,105.159,424.427,4.361,97.767,18.235,1.075
19890315,23.86,23.837,0.197,23.88,0.361,37.758,422.29,3.385,97.763,45.38,0.935
19890316,24.441,23.971,0.437,24.84,0.729,121.931,422.862,3.894,97.755,8.663,1.18
19890317,24.392,23.916,0.312,24.796,0.702,117.397,420.753,3.652,97.823,6.946,1.354
19890318,24.306,23.838,0.318,24.701,0.645,137.427,425.561,3.563,97.813,8.545,0.895
19890319,24.186,23.783,0.456,24.527,0.705,143.771,422.421,3.564,97.792,8.373,0.949
19890320,24.281,23.807,0.371,24.683,0.626,169.73,423.377,3.658,97.79,7.658,0.856
19890321,24.155,23.769,0.201,24.482,0.449,88.464,424.029,3.601,97.807,11.34,0.9
19890322,24.577,24.059,0.612,25.015,1.07,142.314,421.495,4.706,97.808,4.078,1.285
19890323,24.343,23.893,0.408,24.723,0.862,155.079,424.35,3.931,97.84,10.217,0.695
19890324,24.521,24.115,0.434,24.865,0.738,157.492,424.149,3.893,97.822,8.755,0.727
19890325,24.227,23.95,0.222,24.462,0.517,104.551,424.891,3.636,97.793,9.9,0.794
19890326,24.115,23.886,0.309,24.308,0.504,80.87,424.671,3.589,97.872,8.012,1.0
19890327,24.507,23.904,0.328,25.018,0.838,174.928,420.215,3.69,97.91,10.394,1.103
19890328,24.659,24.111,0.596,25.123,0.831,187.663,415.794,4.05,97.894,6.964,1.181
19890329,24.561,24.013,0.531,25.025,1.06,204.93,409.285,3.877,97.882,11.673,1.455
19890330,24.624,23.862,0.623,25.268,1.237,203.523,413.986,3.805,97.815,8.533,1.051
19890331,24.226,23.787,0.28,24.596,0.632,134.527,420.587,3.623,97.871,6.547,1.213
19890401,24.573,24.112,0.51,24.963,0.799,172.362,417.756,3.881,97.925,7.356,1.46
19890402,25.277,24.292,1.147,26.112,1.837,231.461,408.623,5.986,97.841,1.442,1.565
19890403,26.187,24.956,1.325,27.228,2.025,250.26,413.362,7.198,97.725,1.696,1.192
19890404,25.122,24.571,0.527,25.588,0.93,189.126,408.377,5.114,97.702,3.914,1.314
19890405,24.668,24.116,0.406,25.134,0.722,157.978,421.425,3.735,97.817,8.24,1.689
19890406,24.462,24.04,0.201,24.818,0.535,148.857,421.661,3.688,97.869,8.684,1.09
19890407,24.737,24.224,0.544,25.171,0.825,172.355,422.356,3.799,97.782,10.429,1.305
19890408,24.473,24.044,0.641,24.835,0.96,126.616,420.488,3.861,97.758,11.814,1.426
19890409,24.617,24.224,0.317,24.949,0.673,133.932,422.378,3.618,97.77,9.075,1.487
19890410,24.698,24.229,0.417,25.096,0.683,166.231,416.908,3.743,97.787,9.231,1.655
19890411,24.709,24.219,0.402,25.125,0.653,161.169,421.798,3.681,97.78,9.041,1.275
19890412,24.675,24.222,0.453,25.057,0.739,132.989,423.95,3.529,97.744,10.4,1.282
19890413,24.509,24.078,0.409,24.874,0.728,136.404,423.914,3.63,97.768,15.283,1.053
19890414,24.452,24.0,0.678,24.834,0.932,135.069,422.807,3.73,97.738,8.949,0.823
19890415,24.65,24.111,0.59,25.106,0.756,173.937,418.875,3.584,97.81,10.328,1.545
19890416,24.865,24.482,0.345,25.19,0.586,167.676,426.363,3.576,97.852,8.225,1.272
19890417,24.675,24.229,0.274,25.052,0.514,148.403,428.9,3.527,97.824,9.324,0.76
19890418,24.371,23.94,0.349,24.736,0.67,135.608,423.565,3.547,97.722,9.299,0.775
19890419,24.877,24.356,0.653,25.318,1.033,171.105,422.715,3.853,97.695,5.958,1.012
19890420,25.172,24.684,0.487,25.584,0.649,162.635,427.599,3.696,97.699,9.201,1.406
19890421,25.079,24.467,0.764,25.596,0.936,169.816,421.852,3.615,97.718,8.814,1.581
19890422,25.13,24.71,0.18,25.485,0.545,163.859,423.458,3.696,97.808,8.335,1.687
19890423,25.128,24.69,0.319,25.499,0.656,163.465,425.262,3.667,97.833,8.712,1.318
19890424,24.785,24.407,0.229,25.105,0.611,131.685,428.049,3.566,97.825,12.248,1.26
19890425,24.91,24.451,0.317,25.299,0.864,132.892,426.469,3.634,97.801,9.3,0.987
19890426,24.781,24.347,0.248,25.148,0.479,134.717,429.276,3.591,97.797,7.901,0.894
19890427,24.808,24.425,0.298,25.131,0.639,151.108,426.892,3.547,97.708,8.825,1.487
19890428,24.937,24.595,0.484,25.227,0.824,126.4,421.528,3.866,97.754,8.712,1.583
19890429,25.172,24.776,0.507,25.508,0.779,168.746,418.328,3.844,97.853,6.768,1.768
19890430,24.994,24.612,0.225,25.317,0.554,131.948,423.949,3.639,97.89,7.809,1.894
19890501,25.069,24.598,0.246,25.468,0.622,166.392,421.508,3.947,97.839,7.355,1.207
19890502,25.396,24.49,0.618,26.163,1.333,214.225,414.599,5.051,97.837,7.81,1.057
19890503,24.693,24.227,0.317,25.086,0.68,164.309,417.106,3.799,97.818,7.827,1.336
19890504,24.656,24.22,0.327,25.025,0.696,153.702,423.231,3.627,97.778,6.728,0.745
19890505,24.53,24.129,0.317,24.869,0.602,142.275,424.515,3.47,97.875,9.806,0.8
19890506,25.153,24.443,0.701,25.754,1.393,219.838,420.171,4.886,97.905,4.527,0.69
19890507,24.609,24.248,0.177,24.915,0.563,117.997,426.751,3.519,97.99,12.723,1.143
19890508,24.366,24.0,0.333,24.675,0.505,107.191,426.003,3.698,97.984,6.545,0.446
19890509,24.42,23.982,0.627,24.791,0.843,134.076,425.407,3.533,97.992,10.301,0.611
19890510,24.424,23.919,0.611,24.851,0.486,133.425,423.883,3.536,98.053,8.68,0.906
19890511,24.462,23.594,1.326,25.196,1.636,193.226,410.637,5.259,98.028,1.265,0.915
19890512,24.533,24.083,0.736,24.913,1.0,153.109,417.012,3.81,97.975,9.385,1.303
19890513,24.396,24.082,0.386,24.661,0.62,125.512,421.231,3.525,97.981,8.819,1.545
19890514,24.367,24.097,0.168,24.596,0.562,131.066,423.609,3.454,98.034,12.097,1.539
19890515,24.636,24.061,0.381,25.122,0.574,139.285,424.406,3.562,98.014,10.626,1.012
19890516,24.111,23.568,0.489,24.571,0.84,128.012,421.328,3.704,98.079,12.688,1.252
19890517,24.785,24.118,0.79,25.349,1.257,173.272,416.658,4.779,98.056,5.396,1.227
19890518,24.459,24.045,0.541,24.81,0.81,141.852,421.033,3.631,98.031,10.736,1.34
19890519,24.675,24.086,0.274,25.174,0.653,163.803,416.769,4.1,98.005,6.773,1.531
19890520,23.843,23.601,0.415,24.048,0.454,63.595,418.887,3.625,98.097,11.546,1.196
19890521,24.519,23.996,0.796,24.962,1.17,154.236,415.323,4.346,98.051,5.201,1.58
19890522,24.534,24.126,0.339,24.88,0.76,132.024,417.962,3.511,97.989,10.149,1.935
19890523,24.298,23.956,0.392,24.588,0.631,92.736,421.554,3.488,97.965,8.328,1.605
19890524,24.898,24.403,0.704,25.317,1.111,153.155,417.309,4.638,97.948,3.823,1.284
19890525,24.57,24.114,0.361,24.955,0.813,140.07,417.0,3.868,97.987,7.643,1.13
19890526,24.797,24.17,0.5,25.327,1.043,198.729,415.033,4.189,97.991,6.343,1.172
19890527,24.727,24.057,0.437,25.293,0.816,164.415,412.715,3.704,97.991,7.78,1.105
19890528,24.835,24.309,0.445,25.279,0.764,164.063,420.524,4.051,98.001,4.663,0.865
19890529,24.865,24.242,0.561,25.392,0.924,172.454,419.27,3.705,97.931,8.028,1.08
19890530,24.839,24.307,0.482,25.289,0.762,147.549,419.595,3.64,97.918,9.793,1.696
19890531,24.828,24.373,0.412,25.213,0.727,138.174,422.469,3.685,97.958,8.947,1.74
19890601,24.741,24.265,0.635,25.144,0.898,146.844,415.394,3.717,97.934,6.752,2.07
19890602,24.972,24.553,0.436,25.327,0.784,143.436,423.155,3.991,97.959,8.16,1.359
19890603,24.955,24.517,0.417,25.326,0.805,167.711,421.884,3.898,97.92,10.806,1.606
19890604,24.888,24.332,0.433,25.358,0.781,148.839,420.071,3.72,97.929,9.293,1.098
19890605,24.721,24.114,0.484,25.234,0.762,150.138,419.096,3.692,97.976,9.211,1.179
19890606,24.542,24.16,0.45,24.866,0.621,127.055,418.949,4.133,97.931,2.661,1.138
19890607,24.899,24.219,0.803,25.474,1.118,168.488,414.797,4.763,97.907,2.808,1.07
19890608,24.398,23.948,0.334,24.779,0.717,127.11,414.588,3.795,97.939,7.95,1.437
19890609,25.011,24.23,1.095,25.671,1.52,191.951,408.088,4.585,97.931,3.91,1.326
19890610,24.948,24.378,0.625,25.43,1.038,163.162,414.443,3.859,97.97,8.546,1.75
19890611,24.737,24.272,0.259,25.13,0.565,147.086,421.35,3.651,98.016,7.902,1.291
19890612,24.604,24.107,0.558,25.025,0.812,141.465,418.626,3.795,98.051,4.787,1.006
19890613,24.737,24.353,0.333,25.063,0.609,136.26,423.331,3.749,98.02,6.867,1.582
19890614,24.709,24.315,0.267,25.043,0.706,149.756,417.94,4.116,98.034,4.198,1.335
19890615,24.616,24.042,0.29,25.101,0.723,154.167,413.999,3.921,98.057,7.559,1.281
19890616,24.719,24.121,0.555,25.225,0.995,170.078,415.822,4.134,98.07,6.319,1.693
19890617,24.466,23.96,0.688,24.893,0.837,156.102,414.396,3.647,98.101,6.92,1.804
19890618,24.679,24.312,0.335,24.989,0.779,142.917,423.74,3.712,98.036,8.039,1.031
19890619,24.507,24.247,0.283,24.727,0.755,140.007,421.018,3.733,97.99,11.863,1.462
19890620,24.409,24.153,0.269,24.626,0.485,111.544,420.485,3.856,98.016,8.581,1.989
19890621,24.35,23.786,0.381,24.828,0.729,137.813,412.336,3.83,97.97,4.858,1.949
19890622,24.791,23.954,1.146,25.499,1.462,173.983,407.68,4.881,97.924,2.254,1.481
19890623,24.458,23.922,0.542,24.912,1.021,177.587,406.027,4.068,97.937,8.155,1.428
19890624,24.061,23.49,0.593,24.544,0.902,123.525,407.677,3.753,97.984,5.655,1.793
19890625,24.256,23.428,0.847,24.957,1.089,179.161,407.228,3.923,97.958,6.962,1.226
19890626,25.175,24.119,1.159,26.068,2.048,218.267,412.279,6.287,97.889,0.388,0.916
19890627,24.444,23.62,0.692,25.141,1.224,182.171,399.085,4.233,97.881,6.917,1.319
19890628,24.229,23.58,0.684,24.779,1.005,170.549,405.748,3.901,97.987,7.129,1.446
19890629,24.321,23.583,1.073,24.945,1.541,194.259,399.964,4.311,98.038,6.705,1.924
19890630,24.917,24.097,0.88,25.611,1.463,203.195,403.092,5.107,98.022,2.759,1.968
19890701,24.056,23.472,0.432,24.551,0.928,138.464,402.77,3.481,98.001,10.114,2.186
19890702,24.432,23.684,0.789,25.065,1.305,183.52,404.155,4.363,98.067,4.161,1.339
19890703,23.939,23.434,0.424,24.366,0.667,133.426,410.584,3.61,98.038,9.244,1.369
19890704,24.287,23.505,1.019,24.949,1.512,188.588,414.729,4.677,97.992,4.895,1.021
19890705,24.52,23.948,0.394,25.005,0.861,184.307,416.295,4.208,98.133,6.541,1.187
19890706,24.052,23.559,0.293,24.469,0.67,151.79,415.966,3.606,98.196,9.239,0.791
19890707,23.306,23.028,0.15,23.541,0.421,54.274,418.962,3.405,98.201,8.648,1.255
19890708,23.543,23.142,0.327,23.882,0.723,93.706,421.606,3.402,98.182,14.032,0.668
19890709,23.539,23.216,0.229,23.813,0.506,80.717,416.968,3.489,98.173,12.353,0.762
19890710,23.495,23.056,0.492,23.867,0.8,119.334,420.457,3.433,98.224,11.941,0.839
19890711,23.661,23.338,0.228,23.936,0.551,128.145,420.034,3.529,98.255,6.693,1.355
19890712,24.029,23.649,0.382,24.35,0.753,154.346,415.426,3.617,98.225,6.625,1.218
19890713,24.388,23.738,0.588,24.937,1.182,184.172,409.628,4.409,98.126,6.688,1.047
19890714,24.656,23.839,0.927,25.348,1.288,186.575,406.102,4.412,98.144,9.791,1.419
19890715,25.263,24.199,1.257,26.164,1.906,231.498,397.621,5.766,98.17,2.862,1.648
19890716,25.228,24.236,0.657,26.067,1.27,201.091,401.519,5.549,98.071,2.134,1.628
19890717,24.382,23.85,0.384,24.833,0.664,128.574,406.175,3.842,98.033,5.889,1.814
19890718,24.604,23.797,1.02,25.287,1.299,183.528,405.957,3.82,97.988,7.495,1.854
19890719,24.787,23.884,0.752,25.551,1.128,185.895,401.807,4.053,97.967,8.199,1.747
19890720,24.811,24.149,1.049,25.371,1.288,182.453,403.999,4.498,97.912,4.361,1.767
19890721,25.79,24.694,1.082,26.718,1.797,236.728,402.494,6.828,97.993,3.064,1.962
19890722,25.993,24.981,0.745,26.85,1.605,237.645,406.751,6.585,97.982,2.71,1.638
19890723,25.584,24.727,0.676,26.309,1.377,222.829,404.716,5.419,97.83,3.709,1.348
19890724,24.349,23.781,0.461,24.829,0.936,146.32,407.339,3.539,97.799,11.839,1.78
19890725,24.266,23.653,0.979,24.784,0.972,158.446,406.454,3.957,97.943,4.931,1.951
19890726,24.938,24.331,0.762,25.452,1.397,180.47,406.798,5.332,97.955,3.549,2.201
19890727,25.652,24.484,1.092,26.64,1.908,241.791,396.333,6.42,97.878,2.3,1.62
19890728,25.55,24.47,1.142,26.463,1.719,230.311,401.072,5.836,97.879,2.937,1.554
19890729,25.689,24.743,0.696,26.491,1.519,224.681,406.372,5.404,97.867,4.968,1.75
19890730,25.411,24.553,0.739,26.138,1.426,231.961,395.577,4.982,97.962,6.592,1.9
19890731,25.913,24.69,1.237,26.949,2.12,253.829,392.222,7.913,98.026,0.0,2.268
19890801,26.249,24.806,1.585,27.47,2.642,272.724,393.12,8.915,97.939,0.0,1.848
19890802,25.388,24.459,0.692,26.174,1.177,211.784,396.705,6.031,97.941,2.529,1.762
19890803,25.263,24.175,1.095,26.183,1.639,218.046,399.01,5.473,97.95,5.136,1.614
19890804,25.674,24.597,1.072,26.586,1.924,240.094,403.511,6.511,98.033,2.428,1.865
19890805,25.993,24.611,1.542,27.163,2.536,268.975,390.924,8.281,98.068,0.1,1.846
19890806,25.708,24.715,0.791,26.548,1.526,247.922,397.839,6.196,97.981,5.263,1.585
19890807,24.624,24.027,0.33,25.128,0.637,169.225,411.55,3.991,97.912,9.639,1.85
19890808,24.267,23.531,0.554,24.89,0.802,162.87,410.928,3.84,97.965,7.652,1.535
19890809,25.05,23.95,1.709,25.981,2.381,228.976,401.188,6.242,97.979,1.117,1.634
19890810,25.479,24.503,1.027,26.304,1.909,230.422,401.391,6.183,97.934,2.578,1.666
19890811,25.718,24.804,0.772,26.492,1.53,233.119,410.559,5.607,97.896,4.608,1.083
19890812,24.721,24.084,0.659,25.259,1.115,204.592,405.612,4.224,97.934,9.552,0.869
19890813,24.96,24.283,0.933,25.533,1.418,201.93,405.936,5.081,97.963,3.491,1.325
19890814,25.303,24.503,0.701,25.98,1.324,214.969,404.478,5.007,97.951,5.397,1.483
19890815,25.183,24.544,0.709,25.723,1.425,192.224,411.04,5.066,97.952,5.321,1.885
19890816,25.456,24.412,0.956,26.34,1.579,235.577,400.35,5.531,97.884,5.114,1.64
19890817,24.723,24.234,0.427,25.136,1.07,157.079,413.187,4.36,97.939,10.058,2.085
19890818,24.751,24.114,0.592,25.29,0.876,184.425,412.278,3.744,97.925,7.511,1.742
19890819,25.855,24.562,1.558,26.948,2.312,246.186,402.374,6.522,97.783,1.78,1.897
19890820,25.237,24.429,0.658,25.921,1.164,206.184,400.834,4.499,97.775,7.816,2.117
19890821,25.184,24.251,0.848,25.974,1.289,207.049,403.517,4.672,97.835,6.822,2.091
19890822,25.945,24.64,1.61,27.049,2.386,252.771,397.37,7.22,97.945,0.877,1.947
19890823,25.378,24.549,0.443,26.079,0.902,234.301,397.765,5.047,97.939,7.059,1.883
19890824,25.129,24.314,1.007,25.819,1.538,225.478,396.824,4.638,97.839,6.693,1.727
19890825,25.502,24.579,0.929,26.283,1.427,243.913,398.978,5.116,97.804,6.143,1.723
19890826,25.321,24.379,0.915,26.118,1.497,221.248,398.988,5.101,97.82,6.784,1.59
19890827,25.894,24.783,1.075,26.833,1.879,251.894,405.871,6.057,97.886,3.006,1.481
19890828,25.379,24.769,0.568,25.894,0.913,205.26,407.304,4.665,97.874,6.014,1.545
19890829,25.053,24.374,0.756,25.627,1.105,199.0,401.621,4.28,97.803,8.676,2.039
19890830,25.302,24.332,1.435,26.124,1.8,227.314,399.517,4.893,97.782,4.995,1.936
19890831,25.509,24.489,0.796,26.371,1.431,234.518,399.583,5.201,97.777,7.01,1.376
19890901,25.899,24.694,1.173,26.919,1.839,273.017,399.132,5.911,97.726,5.287,1.466
19890902,26.52,25.154,1.252,27.675,2.288,277.646,404.969,6.973,97.608,2.177,1.267
19890903,26.847,25.416,1.314,28.057,2.175,276.125,402.757,7.997,97.503,1.137,1.369
19890904,27.148,25.694,1.438,28.379,2.297,279.041,402.754,8.767,97.507,1.164,1.973
19890905,27.318,25.947,1.394,28.479,2.356,298.055,399.481,9.586,97.513,0.718,2.186
19890906,27.312,26.024,1.328,28.402,2.254,253.83,410.299,10.028,97.512,0.0,1.789
19890907,26.111,25.403,0.492,26.71,0.804,227.279,407.515,5.695,97.593,6.465,1.819
19890908,25.255,24.373,0.595,26.0,0.983,202.572,406.815,4.426,97.689,8.539,2.052
19890909,25.021,24.286,1.156,25.642,1.297,207.374,402.007,4.546,97.686,6.054,1.997
19890910,25.711,24.392,1.087,26.826,1.749,261.45,393.169,6.515,97.7,3.008,1.665
19890911,25.986,24.525,1.512,27.223,2.231,253.684,398.048,7.59,97.708,0.421,1.608
19890912,25.939,24.692,1.121,26.995,1.799,265.565,396.235,6.751,97.694,2.614,1.622
19890913,25.771,24.575,0.834,26.782,1.498,259.526,397.023,5.606,97.682,7.696,1.504
19890914,26.055,24.761,1.521,27.149,2.242,276.527,405.303,6.523,97.709,3.015,1.445
19890915,26.241,24.968,0.957,27.318,1.666,273.003,405.497,6.453,97.818,6.154,1.34
19890916,25.815,24.936,0.739,26.559,1.381,232.407,418.397,5.315,97.907,6.159,1.23
19890917,25.609,24.921,1.125,26.191,1.675,218.74,415.38,6.049,97.898,1.795,1.155
19890918,26.469,25.244,1.118,27.505,2.016,264.662,412.874,6.816,97.784,2.169,1.174
19890919,26.339,25.372,0.825,27.157,1.646,259.315,401.158,6.897,97.846,3.418,2.291
19890920,26.949,25.367,1.616,28.288,2.577,294.908,397.076,10.083,97.791,0.0,1.825
19890921,26.614,25.233,1.214,27.783,1.873,273.001,399.991,7.911,97.725,3.581,1.659
19890922,25.508,24.79,0.444,26.116,0.998,232.215,412.065,4.151,97.779,10.866,2.229
19890923,24.995,24.464,0.356,25.444,0.727,176.666,418.25,3.773,97.81,10.094,2.307
19890924,25.023,24.067,0.97,25.832,1.238,227.628,399.417,4.304,97.828,8.124,1.841
19890925,25.978,24.529,1.71,27.204,2.254,260.099,405.737,6.68,97.757,2.048,1.652
19890926,25.11,24.715,0.438,25.444,0.78,174.979,416.403,4.019,97.751,9.644,2.056
19890927,25.06,24.355,0.673,25.657,1.035,202.572,404.065,4.831,97.785,5.301,1.573
19890928,25.497,24.488,0.99,26.351,1.398,261.961,403.108,5.398,97.833,5.141,1.064
19890929,25.214,24.459,0.387,25.852,0.838,226.322,405.466,4.221,97.919,9.058,1.722
19890930,25.271,24.332,0.966,26.065,1.436,203.642,405.999,6.066,97.983,1.109,1.675
19891001,25.031,24.127,0.814,25.796,1.226,231.97,406.95,4.674,97.921,7.3,1.038
19891002,24.853,24.275,0.564,25.343,0.831,190.445,420.239,4.023,97.923,6.297,1.236
19891003,24.672,24.154,0.768,25.111,0.835,168.907,410.427,3.927,97.915,6.302,1.927
19891004,25.226,24.463,0.936,25.872,1.543,226.968,409.182,5.01,97.896,6.115,1.516
19891005,25.075,24.367,0.304,25.673,0.789,217.604,407.426,4.392,97.929,9.542,1.948
19891006,25.583,24.725,1.142,26.309,1.617,257.971,407.524,5.353,97.86,4.674,1.232
19891007,25.07,24.71,0.559,25.375,0.983,157.579,416.714,4.88,97.797,5.481,1.406
19891008,24.962,24.384,0.794,25.45,1.214,175.887,409.613,5.198,97.775,2.396,1.177
19891009,25.097,24.331,0.784,25.745,1.151,216.411,413.334,4.964,97.79,4.819,1.659
19891010,25.032,24.362,0.448,25.599,0.85,206.451,404.973,4.436,97.745,7.984,1.984
19891011,25.498,24.601,1.012,26.257,1.448,218.191,411.79,5.892,97.763,1.604,1.44
19891012,25.314,24.484,0.647,26.017,1.086,235.427,412.843,4.486,97.791,10.592,1.754
19891013,25.085,24.317,0.656,25.735,1.205,220.352,411.897,4.756,97.83,5.973,1.345
